"","source","author_id","created_at","conversation_id","lang","reply_settings","referenced_tweets","id","text","in_reply_to_user_id","retweetcount","reply_count","like_count","quote_count","clean_tweets","clean_tokens","word_count"
"41","Twitter for Android",1355698353569325056,2022-01-17 23:59:43,1483227567742386176,"en","everyone","[{'type': 'retweeted', 'id': '1483205900433338368'}]",1483227567742386176,"RT @JonesHowdareyou: It remains my opinion that opening up for fkn xmas given Omicron had arrived was a very big fkn mistake. 

And I blame…",NA,184,0,0,0,"it remains my opinion that opening up for fkn xmas given omicron had arrived was a very big fkn mistake 

and i blame","it,remains,my,opinion,that,opening,up,for,fkn,xmas,given,omicron,had,arrived,was,a,very,big,fkn,mistake,

and,i,blame",23
"42","Twitter for Android",114084421,2022-01-17 23:59:43,1483227567398465536,"en","everyone","[{'type': 'retweeted', 'id': '1483227010029785088'}]",1483227567398465536,"RT @washingtonpost: False negative results have caused frustration and even heartache for some people who later got back positive PCR resul…",NA,80,0,0,0,"false negative results have caused frustration and even heartache for some people who later got back positive pcr resul","false,negative,results,have,caused,frustration,and,even,heartache,for,some,people,who,later,got,back,positive,pcr,resul",19
"43","Twitter for iPhone",1371356077862780928,2022-01-17 23:59:42,1483227562356916224,"en","everyone","[{'type': 'retweeted', 'id': '1483206225504669696'}]",1483227562356916224,"RT @MyCovidAu: I'm not celebrating any peak or plateau of Omicron. I'm mourning every death whether they occur on the way up or the way dow…",NA,10,0,0,0,"im not celebrating any peak or plateau of omicron im mourning every death whether they occur on the way up or the way dow","im,not,celebrating,any,peak,or,plateau,of,omicron,im,mourning,every,death,whether,they,occur,on,the,way,up,or,the,way,dow",24
"44","Twitter Web App",1280846169850036224,2022-01-17 23:59:41,1483227559563509760,"en","everyone","[{'type': 'retweeted', 'id': '1482742961490350089'}]",1483227559563509760,"RT @Adam_Creighton: New published Covid19 survival rates (2020 data, 14 countries)
Age          (%)
0-19         99.9987
20-29      99.9912…",NA,1524,0,0,0,"new published covid19 survival rates 2020 data 14 countries
age          
019         999987
2029      999912","new,published,covid19,survival,rates,2020,data,14,countries
age,,,,,,,,,,
019,,,,,,,,,999987
2029,,,,,,999912",34
"45","Twitter Web App",799858635677405184,2022-01-17 23:59:41,1483227558577840128,"en","everyone",NA,1483227558577840128,"Given Bloomfield has publicly admitted that the waxx is pretty much useless against Omicron, surely this “strengthening or adjustment” of the traffic light system won’t include booster mandates or more restrictions on the unwaxxed? 🤡🤪🤣
https://t.co/AiWuo1wL6y",NA,0,0,0,0,"given bloomfield has publicly admitted that the waxx is pretty much useless against omicron surely this strengthening or adjustment of the traffic light system wont include booster mandates or more restrictions on the unwaxxed 🤡🤪🤣
","given,bloomfield,has,publicly,admitted,that,the,waxx,is,pretty,much,useless,against,omicron,surely,this,strengthening,or,adjustment,of,the,traffic,light,system,wont,include,booster,mandates,or,more,restrictions,on,the,unwaxxed,🤡🤪🤣
",35
"46","Twitter for Android",1260310244,2022-01-17 23:59:41,1483227556971225088,"en","everyone","[{'type': 'retweeted', 'id': '1483213288620146693'}]",1483227556971225088,"RT @IamJadehawk: assorted governments: no, it's fine, we totally can safely shorten quarantine period
omicron: WELL ACTUALLY",NA,47,0,0,0,"no its fine we totally can safely shorten quarantine period
omicron well actually","no,its,fine,we,totally,can,safely,shorten,quarantine,period
omicron,well,actually",12
"47","Twitter for iPhone",53204949,2022-01-17 23:59:41,1483227556157480960,"en","everyone","[{'type': 'retweeted', 'id': '1482899763787927553'}]",1483227556157480960,"RT @miblogestublog: omicron, waiting for me to leave my house https://t.co/OEH0WqkuoH",NA,11946,0,0,0,"omicron waiting for me to leave my house ","omicron,waiting,for,me,to,leave,my,house,",9
"48","Twitter for iPhone",888127055619018752,2022-01-17 23:59:40,1483227554760695808,"en","everyone","[{'type': 'quoted', 'id': '1483124884653760513'}]",1483227554760695808,"But but China with a billion + announcement today 1 omicron person inflicted!  🤣🤣 https://t.co/WXgqi7IXpj",NA,0,0,0,0,"but but china with a billion + announcement today 1 omicron person inflicted  🤣🤣 ","but,but,china,with,a,billion,+,announcement,today,1,omicron,person,inflicted,,🤣🤣,",16
"49","Twitter for iPhone",2364599179,2022-01-17 23:59:40,1483227554106519552,"en","everyone","[{'type': 'retweeted', 'id': '1482899763787927553'}]",1483227554106519552,"RT @miblogestublog: omicron, waiting for me to leave my house https://t.co/OEH0WqkuoH",NA,11946,0,0,0,"omicron waiting for me to leave my house ","omicron,waiting,for,me,to,leave,my,house,",9
"50","Twitter for iPhone",1323900405227511808,2022-01-17 23:59:39,1483227548553453568,"en","everyone","[{'type': 'retweeted', 'id': '1483222550125899779'}]",1483227548553453568,"RT @Fran48548306: @Milliganreports 4 people died as a result of the pink batts scheme and there were royal commissions. Why does the LNP ge…",NA,11,0,0,0," 4 people died as a result of the pink batts scheme and there were royal commissions why does the lnp ge",",4,people,died,as,a,result,of,the,pink,batts,scheme,and,there,were,royal,commissions,why,does,the,lnp,ge",22
"51","Twitter for Android",410103064,2022-01-17 23:59:38,1483227547202637824,"en","everyone","[{'type': 'retweeted', 'id': '1482087905820618759'}]",1483227547202637824,"RT @AP: The omicron variant is sickening so many sanitation workers around the U.S. that some cities have had to delay or suspend garbage a…",NA,900,0,0,0,"the omicron variant is sickening so many sanitation workers around the us that some cities have had to delay or suspend garbage a","the,omicron,variant,is,sickening,so,many,sanitation,workers,around,the,us,that,some,cities,have,had,to,delay,or,suspend,garbage,a",23
"52","Twitter for Android",1027554979555536896,2022-01-17 23:59:38,1483201512721453056,"en","everyone","[{'type': 'replied_to', 'id': '1483201512721453057'}]",1483227546288369664,"@BryanDeanWright @BubbleCovfefe Meanwhile the unvaxxed are fighting off omicron with zero doses from pfizer... joe's probably pissed he couldn't deliver on his promise of serious illness and death to the unvaxxed this ""dark winter""...",4787411118,0,0,3,0,"  meanwhile the unvaxxed are fighting off omicron with zero doses from pfizer joes probably pissed he couldnt deliver on his promise of serious illness and death to the unvaxxed this dark winter",",,meanwhile,the,unvaxxed,are,fighting,off,omicron,with,zero,doses,from,pfizer,joes,probably,pissed,he,couldnt,deliver,on,his,promise,of,serious,illness,and,death,to,the,unvaxxed,this,dark,winter",34
"53","Twitter for iPhone",15122683,2022-01-17 23:59:38,1483227545428324352,"en","everyone","[{'type': 'retweeted', 'id': '1481284543894241284'}]",1483227545428324352,"RT @WendyACronin: ""Omicron's mild. Let it rip."" One month later: ""Why isn't my trash getting picked up? Where's the produce at the grocery…",NA,68204,0,0,0,"why isnt my trash getting picked up wheres the produce at the grocery","why,isnt,my,trash,getting,picked,up,wheres,the,produce,at,the,grocery",13
"54","Twitter for Android",58496285,2022-01-17 23:59:38,1483227545130655744,"en","everyone","[{'type': 'retweeted', 'id': '1483144795879092224'}]",1483227545130655744,"RT @statsjamie: 🚨🚨 Doctors and scientists urge caution in giving Covid jabs to 'low risk' children

➡️ More than thirty doctors, scientists…",NA,338,0,0,0,"🚨🚨 doctors and scientists urge caution in giving covid jabs to low risk children

➡️ more than thirty doctors scientists","🚨🚨,doctors,and,scientists,urge,caution,in,giving,covid,jabs,to,low,risk,children

➡️,more,than,thirty,doctors,scientists",19
"55","Twitter for iPhone",14107564,2022-01-17 23:59:38,1483227543599730688,"en","everyone","[{'type': 'retweeted', 'id': '1483179403584499712'}]",1483227543599730688,"RT @MichaelPSenger: A fourth dose of the Pfizer vaccine is insufficient to ward off Omicron, Israeli trial finds.
https://t.co/mHtHkvKZdE",NA,640,0,0,0,"a fourth dose of the pfizer vaccine is insufficient to ward off omicron israeli trial finds
","a,fourth,dose,of,the,pfizer,vaccine,is,insufficient,to,ward,off,omicron,israeli,trial,finds
",16
"56","Twitter Web App",1428156038750953472,2022-01-17 23:59:37,1483140743082516480,"en","everyone","[{'type': 'replied_to', 'id': '1483140743082516481'}]",1483227542844674048,"@HarrisCoJudge @LinaHidalgoTX True evil of Linda!
https://t.co/CuFxqFzgJX",1093245238917955584,0,0,0,0,"  true evil of linda
",",,true,evil,of,linda
",6
"57","Twitter for Android",560707426,2022-01-17 23:59:37,1483227540642619392,"en","everyone","[{'type': 'retweeted', 'id': '1483107386558615557'}]",1483227540642619392,"RT @prairiecentrist: Canada should just pull out of the Olympics. 

China is dangerous for Canadians. They lie about everything. They can’t…",NA,18,0,0,0,"canada should just pull out of the olympics 

china is dangerous for canadians they lie about everything they cant","canada,should,just,pull,out,of,the,olympics,

china,is,dangerous,for,canadians,they,lie,about,everything,they,cant",19
"58","Twitter for Android",1449186361752293376,2022-01-17 23:59:37,1483227540173041664,"en","everyone",NA,1483227540173041664,"https://t.co/mCYD3Xkdzf
Good for them probably realizing the lies with this whole covid bullshit it's the flu period",NA,0,0,0,0,"
good for them probably realizing the lies with this whole covid bullshit its the flu period","
good,for,them,probably,realizing,the,lies,with,this,whole,covid,bullshit,its,the,flu,period",16
"59","Twitter for iPad",869953126551482368,2022-01-17 23:59:37,1483227539724279808,"en","everyone","[{'type': 'retweeted', 'id': '1483139619105480707'}]",1483227539724279808,"RT @Taka_tut: September 2021: because of myocarditis JCVI couldn’t recommend even 1st dose for 12-15 y.o. Overruled by vested political and…",NA,919,0,0,0,"because of myocarditis jcvi couldnt recommend even 1st dose for 1215 yo overruled by vested political and","because,of,myocarditis,jcvi,couldnt,recommend,even,1st,dose,for,1215,yo,overruled,by,vested,political,and",17
"60","Twitter for Android",260286890,2022-01-17 23:59:36,1483227537132204032,"en","everyone","[{'type': 'retweeted', 'id': '1483157253926670339'}]",1483227537132204032,"RT @adamjohnsonNYC: “But the recommendation [to cut the recommended isolation period from 10 to 5 days] had an important advantage: It coul…",NA,41,0,0,0,"it coul","it,coul",2
"61","Twitter Web App",2878063612,2022-01-17 23:59:36,1483216346674565120,"en","everyone","[{'type': 'replied_to', 'id': '1483226560266125317'}]",1483227536763105280,"@brainzandbrainz @fox5dc That's silly talk. Of course I will not blame students or faculty.  Fauci has already said we are all going to get Omicron. I have gotten vaxxed and boosted. 

https://t.co/CCGrtDCCgx",1602930967,0,0,0,0,"  thats silly talk of course i will not blame students or faculty  fauci has already said we are all going to get omicron i have gotten vaxxed and boosted 

",",,thats,silly,talk,of,course,i,will,not,blame,students,or,faculty,,fauci,has,already,said,we,are,all,going,to,get,omicron,i,have,gotten,vaxxed,and,boosted,

",33
"62","Twitter for iPhone",1455957107161935872,2022-01-17 23:59:36,1483227535261388800,"en","everyone",NA,1483227535261388800,"To think if omicron pass away is going to make African-Americans feel better about not receiving #VotingRoghts is not true No Sir omicron is your issue. Attempting to get the same rights as you and others is issue ours.",NA,0,0,0,0,"to think if omicron pass away is going to make africanamericans feel better about not receiving  is not true no sir omicron is your issue attempting to get the same rights as you and others is issue ours","to,think,if,omicron,pass,away,is,going,to,make,africanamericans,feel,better,about,not,receiving,,is,not,true,no,sir,omicron,is,your,issue,attempting,to,get,the,same,rights,as,you,and,others,is,issue,ours",39
"63","Twitter for Android",941843147763490816,2022-01-17 23:59:35,1483227534397513728,"en","everyone","[{'type': 'retweeted', 'id': '1483044009505439745'}]",1483227534397513728,"RT @BAshbyMD: Omicron exacerbates chronic illnesses such as CVD, CKD, COPD, cancer etc. In cardiology, we have seen increased heart attacks…",NA,9698,0,0,0,"omicron exacerbates chronic illnesses such as cvd ckd copd cancer etc in cardiology we have seen increased heart attacks","omicron,exacerbates,chronic,illnesses,such,as,cvd,ckd,copd,cancer,etc,in,cardiology,we,have,seen,increased,heart,attacks",19
"64","Twitter for iPhone",508214074,2022-01-17 23:59:34,1483227527380275200,"en","everyone","[{'type': 'retweeted', 'id': '1483203236639256582'}]",1483227527380275200,"RT @GordonGChang: #China is suggesting that a package or envelope from #Canada is the source of an #Omicron infection in #Beijing and is ur…",NA,436,0,0,0," is suggesting that a package or envelope from  is the source of an  infection in  and is ur",",is,suggesting,that,a,package,or,envelope,from,,is,the,source,of,an,,infection,in,,and,is,ur",22
"65","Twitter for iPhone",1613205524,2022-01-17 23:59:34,1483227526793203712,"en","everyone","[{'type': 'retweeted', 'id': '1482862342484418561'}]",1483227526793203712,"RT @methanoJen: ⚠️People are most contagious with omicron 3-6 days after symptoms start.

📣People aren’t contagious after 10 days.

https:/…",NA,85,0,0,0,"⚠️people are most contagious with omicron 36 days after symptoms start

📣people arent contagious after 10 days

","⚠️people,are,most,contagious,with,omicron,36,days,after,symptoms,start

📣people,arent,contagious,after,10,days

",16
"66","Twitter for Android",298487238,2022-01-17 23:59:33,1483227525585465344,"en","everyone","[{'type': 'retweeted', 'id': '1483130330060103682'}]",1483227525585465344,"RT @FaheemYounus: Omicron is not mild; it *milder* than delta. 

Understand the difference.",NA,2588,0,0,0,"omicron is not mild it milder than delta 

understand the difference","omicron,is,not,mild,it,milder,than,delta,

understand,the,difference",11
"67","Twitter for iPhone",1460586413548728320,2022-01-17 23:59:32,1483227519818297344,"en","everyone","[{'type': 'retweeted', 'id': '1483205900433338368'}]",1483227519818297344,"RT @JonesHowdareyou: It remains my opinion that opening up for fkn xmas given Omicron had arrived was a very big fkn mistake. 

And I blame…",NA,184,0,0,0,"it remains my opinion that opening up for fkn xmas given omicron had arrived was a very big fkn mistake 

and i blame","it,remains,my,opinion,that,opening,up,for,fkn,xmas,given,omicron,had,arrived,was,a,very,big,fkn,mistake,

and,i,blame",23
"68","Twitter for iPhone",2419485350,2022-01-17 23:59:32,1483227519419822080,"en","everyone","[{'type': 'retweeted', 'id': '1483210367979626497'}]",1483227519419822080,"RT @TracyWesterman: I think when you have 58 COVID deaths in one day across just 2 states, the “Omicron is mild” argument is pretty well do…",NA,1291,0,0,0,"i think when you have 58 covid deaths in one day across just 2 states the omicron is mild argument is pretty well do","i,think,when,you,have,58,covid,deaths,in,one,day,across,just,2,states,the,omicron,is,mild,argument,is,pretty,well,do",24
"69","Twitter for iPhone",165387035,2022-01-17 23:59:32,1483227519100850176,"en","everyone","[{'type': 'retweeted', 'id': '1483139619105480707'}]",1483227519100850176,"RT @Taka_tut: September 2021: because of myocarditis JCVI couldn’t recommend even 1st dose for 12-15 y.o. Overruled by vested political and…",NA,919,0,0,0,"because of myocarditis jcvi couldnt recommend even 1st dose for 1215 yo overruled by vested political and","because,of,myocarditis,jcvi,couldnt,recommend,even,1st,dose,for,1215,yo,overruled,by,vested,political,and",17
"70","Twitter Web App",763328952429600768,2022-01-17 23:59:31,1483227517259501568,"en","everyone","[{'type': 'retweeted', 'id': '1483139619105480707'}]",1483227517259501568,"RT @Taka_tut: September 2021: because of myocarditis JCVI couldn’t recommend even 1st dose for 12-15 y.o. Overruled by vested political and…",NA,919,0,0,0,"because of myocarditis jcvi couldnt recommend even 1st dose for 1215 yo overruled by vested political and","because,of,myocarditis,jcvi,couldnt,recommend,even,1st,dose,for,1215,yo,overruled,by,vested,political,and",17
"71","Twitter for iPhone",1411882185859104768,2022-01-17 23:59:31,1483227516831600640,"en","everyone","[{'type': 'retweeted', 'id': '1483124884653760513'}]",1483227516831600640,"RT @HGAQuentin: Omicron is everywhere.  It’s time for @JustinTrudeau and the @liberal_party government to drop travel testing and border no…",NA,1586,0,0,0,"omicron is everywhere  its time for  and the  government to drop travel testing and border no","omicron,is,everywhere,,its,time,for,,and,the,,government,to,drop,travel,testing,and,border,no",19
"72","Twitter for iPhone",1173304229034942464,2022-01-17 23:59:31,1483227515221016576,"en","everyone","[{'type': 'retweeted', 'id': '1483127719714074627'}]",1483227515221016576,"RT @DrEliDavid: Israel 🇮🇱 study: ""4th booster not effective for Omicron""

Probably a 5th booster is needed 🤡 https://t.co/T3QQXLBAMo",NA,4371,0,0,0,"4th booster not effective for omicron

probably a 5th booster is needed 🤡 ","4th,booster,not,effective,for,omicron

probably,a,5th,booster,is,needed,🤡,",13
"73","Twitter for iPhone",636754581,2022-01-17 23:59:30,1483227512390012928,"en","everyone","[{'type': 'retweeted', 'id': '1483218537128812546'}]",1483227512390012928,"RT @CubbyPau: imagine planning an entire concert tour in the middle of this Omicron surge and thinking that's a good idea...

I just don't…",NA,1,0,0,0,"imagine planning an entire concert tour in the middle of this omicron surge and thinking thats a good idea

i just dont","imagine,planning,an,entire,concert,tour,in,the,middle,of,this,omicron,surge,and,thinking,thats,a,good,idea

i,just,dont",21
"74","Twitter Web App",1057276233870913536,2022-01-17 23:59:30,1483227511760715776,"en","everyone","[{'type': 'retweeted', 'id': '1483044009505439745'}]",1483227511760715776,"RT @BAshbyMD: Omicron exacerbates chronic illnesses such as CVD, CKD, COPD, cancer etc. In cardiology, we have seen increased heart attacks…",NA,9698,0,0,0,"omicron exacerbates chronic illnesses such as cvd ckd copd cancer etc in cardiology we have seen increased heart attacks","omicron,exacerbates,chronic,illnesses,such,as,cvd,ckd,copd,cancer,etc,in,cardiology,we,have,seen,increased,heart,attacks",19
"75","Twitter for Android",549330655,2022-01-17 23:59:30,1483227509722431488,"en","everyone","[{'type': 'retweeted', 'id': '1483179403584499712'}]",1483227509722431488,"RT @MichaelPSenger: A fourth dose of the Pfizer vaccine is insufficient to ward off Omicron, Israeli trial finds.
https://t.co/mHtHkvKZdE",NA,640,0,0,0,"a fourth dose of the pfizer vaccine is insufficient to ward off omicron israeli trial finds
","a,fourth,dose,of,the,pfizer,vaccine,is,insufficient,to,ward,off,omicron,israeli,trial,finds
",16
"76","Twitter Web App",183024552,2022-01-17 23:59:29,1483190165413982208,"en","everyone","[{'type': 'replied_to', 'id': '1483190165413982209'}]",1483227509600976896,"@LesStonehouse Also seen reports of people who've had Omicron getting reinfected. It's no guarantee.",1108565574,0,0,2,0," also seen reports of people whove had omicron getting reinfected its no guarantee",",also,seen,reports,of,people,whove,had,omicron,getting,reinfected,its,no,guarantee",14
"77","Twitter for Android",1114973713013850112,2022-01-17 23:59:29,1483227505893036032,"en","everyone","[{'type': 'retweeted', 'id': '1483130330060103682'}]",1483227505893036032,"RT @FaheemYounus: Omicron is not mild; it *milder* than delta. 

Understand the difference.",NA,2588,0,0,0,"omicron is not mild it milder than delta 

understand the difference","omicron,is,not,mild,it,milder,than,delta,

understand,the,difference",11
"78","Twitter Web App",939431298233376768,2022-01-17 23:59:28,1483227504077045760,"en","everyone","[{'type': 'retweeted', 'id': '1482902339304390658'}]",1483227504077045760,"RT @birb_k: Updated Infection Fatality Rate (IFR) from Dec study Ioannidis, Axfors. Latest data (pre-Omicron), lowers IFR by ~half for seve…",NA,58,0,0,0,"updated infection fatality rate ifr from dec study ioannidis axfors latest data preomicron lowers ifr by ~half for seve","updated,infection,fatality,rate,ifr,from,dec,study,ioannidis,axfors,latest,data,preomicron,lowers,ifr,by,~half,for,seve",19
"79","Twitter Web App",115068099,2022-01-17 23:59:28,1483227502634221568,"en","everyone",NA,1483227502634221568,"Booster mix proves useful for Omicron https://t.co/P9fEo6AzWc",NA,0,0,0,0,"booster mix proves useful for omicron ","booster,mix,proves,useful,for,omicron,",7
"80","Twitter for iPhone",1371356077862780928,2022-01-17 23:59:26,1483227495113830400,"en","everyone","[{'type': 'retweeted', 'id': '1483183551701217281'}]",1483227495113830400,"RT @bec7ford: Hunt : the peak has passed! *implied - Omicron wave is over* 

Norman Swan : it’s very wrong to assume that the peak has occu…",NA,385,0,0,0,"the peak has passed implied  omicron wave is over 

norman swan  its very wrong to assume that the peak has occu","the,peak,has,passed,implied,,omicron,wave,is,over,

norman,swan,,its,very,wrong,to,assume,that,the,peak,has,occu",23
"81","Twitter for Android",1143321802313207808,2022-01-17 23:59:25,1483227492550950912,"en","everyone","[{'type': 'retweeted', 'id': '1482412374418206726'}]",1483227492550950912,"RT @bmj_latest: Patients with the omicron variant of covid-19 shed virus for longer after symptoms emerge, show data from Japan, potentiall…",NA,2890,0,0,0,"patients with the omicron variant of covid19 shed virus for longer after symptoms emerge show data from japan potentiall","patients,with,the,omicron,variant,of,covid19,shed,virus,for,longer,after,symptoms,emerge,show,data,from,japan,potentiall",19
"82","Twitter for iPhone",1425139212,2022-01-17 23:59:25,1482968839805890560,"en","everyone","[{'type': 'replied_to', 'id': '1482968839805890560'}]",1483227491510943744,"@AnnastaciaMP @ashbarty @AustralianOpen How was the Magic Millions.   I thought we were all to stay home for 6 weeks due to Omicron.  Or is that only the peasantry",256833444,0,0,0,0,"   how was the magic millions   i thought we were all to stay home for 6 weeks due to omicron  or is that only the peasantry",",,,how,was,the,magic,millions,,,i,thought,we,were,all,to,stay,home,for,6,weeks,due,to,omicron,,or,is,that,only,the,peasantry",31
"83","Twitter Web App",1471322095695155200,2022-01-17 23:59:25,1483227490848026624,"en","everyone","[{'type': 'retweeted', 'id': '1483223817065582603'}]",1483227490848026624,"RT @danielkotzin: “The bottom line is that the vaccine is excellent against Alpha and Delta, for Omicron it’s not good enough.”
https://t.c…",NA,9,0,0,0,"the bottom line is that the vaccine is excellent against alpha and delta for omicron its not good enough
","the,bottom,line,is,that,the,vaccine,is,excellent,against,alpha,and,delta,for,omicron,its,not,good,enough
",19
"84","Twitter for iPhone",293129655,2022-01-17 23:59:25,1483227489857982464,"en","everyone","[{'type': 'retweeted', 'id': '1483124884653760513'}]",1483227489857982464,"RT @HGAQuentin: Omicron is everywhere.  It’s time for @JustinTrudeau and the @liberal_party government to drop travel testing and border no…",NA,1586,0,0,0,"omicron is everywhere  its time for  and the  government to drop travel testing and border no","omicron,is,everywhere,,its,time,for,,and,the,,government,to,drop,travel,testing,and,border,no",19
"85","Twitter for iPhone",2167828236,2022-01-17 23:59:24,1483227488524423168,"en","everyone","[{'type': 'retweeted', 'id': '1483044009505439745'}]",1483227488524423168,"RT @BAshbyMD: Omicron exacerbates chronic illnesses such as CVD, CKD, COPD, cancer etc. In cardiology, we have seen increased heart attacks…",NA,9698,0,0,0,"omicron exacerbates chronic illnesses such as cvd ckd copd cancer etc in cardiology we have seen increased heart attacks","omicron,exacerbates,chronic,illnesses,such,as,cvd,ckd,copd,cancer,etc,in,cardiology,we,have,seen,increased,heart,attacks",19
"86","Twitter for Android",1307355834314231808,2022-01-17 23:59:24,1483227486943322112,"en","everyone","[{'type': 'retweeted', 'id': '1483161576534335490'}]",1483227486943322112,"RT @Adam_Creighton: Israeli study shows 4th shot of COVID-19 vaccine less effective on Omicron.
The prospect of compulsory six-monthly boos…",NA,82,0,0,0,"israeli study shows 4th shot of covid19 vaccine less effective on omicron
the prospect of compulsory sixmonthly boos","israeli,study,shows,4th,shot,of,covid19,vaccine,less,effective,on,omicron
the,prospect,of,compulsory,sixmonthly,boos",17
